ID;Tipo;Nome;Pubblicato;"In primo piano?";"Visibilità nel catalogo";"Stato delle imposte";"Aliquota di imposta";"In stock?";"Abilita gli ordini arretrati?";"Venduto singolarmente?";"Permetti le recensioni clienti?";Genitore;Posizione;"Attributo 1 nome";"Attributo 1 valuta(e)";"Attributo 1 visibile";"Attributo 1 globale";"Attributo 2 nome";"Attributo 2 valuta(e)";"Attributo 2 visibile";"Attributo 2 globale";"Attributo 3 nome";"Attributo 3 valuta(e)";"Attributo 3 visibile";"Attributo 3 globale";"Attributo 4 nome";"Attributo 4 valuta(e)";"Attributo 4 visibile";"Attributo 4 globale";"Attributo 5 nome";"Attributo 5 valuta(e)";"Attributo 5 visibile";"Attributo 5 globale";"Attributo 6 nome";"Attributo 6 valuta(e)";"Attributo 6 visibile";"Attributo 6 globale"
variation;Montecristi;1;0;visible;taxable;parent;1;0;0;0;2570;Gradi;14;;0;55;;0;4;;0
variation;Montecristi;1;0;visible;taxable;parent;1;0;0;0;2570;Gradi;14;;0;55;;0;"4\,5";;0
variation;Montecristi;1;0;visible;taxable;parent;1;0;0;0;2570;Gradi;14;;0;55;;0;5;;0
variation;Montecristi;1;0;visible;taxable;parent;1;0;0;0;2570;Gradi;14;;0;55;;0;6;;0
variation;Montecristi;1;0;visible;taxable;parent;1;0;0;0;2570;Gradi;14;;0;55;;0;7;;0
variation;Montecristi;1;0;visible;taxable;parent;1;0;0;0;2570;Gradi;14;;0;55;;0;8;;0
variation;Montecristi;1;0;visible;taxable;parent;1;0;0;0;2570;Gradi;14;;0;55;;0;9;;0
variation;Montecristi;1;0;visible;taxable;parent;1;0;0;0;2570;Gradi;14;;0;55;;0;10;;0
variation;Montecristi;1;0;visible;taxable;parent;1;0;0;0;2570;Gradi;14;;0;55;;0;13;;0
variation;Montecristi;1;0;visible;taxable;parent;1;0;0;0;2570;Gradi;14;;0;55;;0;14;;0
variation;Montecristi;1;0;visible;taxable;parent;1;0;0;0;2570;Gradi;14;;0;55;;0;15;;0
variation;Montecristi;1;0;visible;taxable;parent;1;0;0;0;2570;Gradi;14;;0;56;;0;4;;0
variation;Montecristi;1;0;visible;taxable;parent;1;0;0;0;2570;Gradi;14;;0;56;;0;"4\,5";;0
variation;Montecristi;1;0;visible;taxable;parent;1;0;0;0;2570;Gradi;14;;0;56;;0;5;;0
variation;Montecristi;1;0;visible;taxable;parent;1;0;0;0;2570;Gradi;14;;0;56;;0;6;;0
variation;Montecristi;1;0;visible;taxable;parent;1;0;0;0;2570;Gradi;14;;0;56;;0;7;;0
variation;Montecristi;1;0;visible;taxable;parent;1;0;0;0;2570;Gradi;14;;0;56;;0;8;;0
variation;Montecristi;1;0;visible;taxable;parent;1;0;0;0;2570;Gradi;14;;0;56;;0;9;;0
variation;Montecristi;1;0;visible;taxable;parent;1;0;0;0;2570;Gradi;14;;0;56;;0;10;;0
variation;Montecristi;1;0;visible;taxable;parent;1;0;0;0;2570;Gradi;14;;0;56;;0;13;;0
variation;Montecristi;1;0;visible;taxable;parent;1;0;0;0;2570;Gradi;14;;0;56;;0;14;;0
variation;Montecristi;1;0;visible;taxable;parent;1;0;0;0;2570;Gradi;14;;0;56;;0;15;;0
variation;Montecristi;1;0;visible;taxable;parent;1;0;0;0;2570;Gradi;14;;0;57;;0;4;;0
variation;Montecristi;1;0;visible;taxable;parent;1;0;0;0;2570;Gradi;14;;0;57;;0;"4\,5";;0
variation;Montecristi;1;0;visible;taxable;parent;1;0;0;0;2570;Gradi;14;;0;57;;0;5;;0
